,Longitude,Latitude,case
129,-82.312511,38.476116,no
130,-82.311474735797,38.4800219189189,no
131,-82.310639,38.483171999999996,no
132,-82.30635099999999,38.490691999999996,no
133,-82.304223,38.496308,yes
134,-82.3031006783737,38.504175942234596,no
135,-82.303071,38.504384,no
136,-82.3036523601902,38.512974565744,no
137,-82.30397099999999,38.517683,no
138,-82.30351503846158,38.5199628076923,no
139,-82.30327539311,38.5211610344502,no
140,-82.302871,38.523182999999996,no
141,-82.300271,38.529382999999996,no
142,-82.297771,38.533283,no
143,-82.295671,38.538483,no
144,-82.29327099999999,38.560283,no
145,-82.293871,38.572683,no
146,-82.293471,38.575382999999995,no
147,-82.291271,38.578983,yes
148,-82.2871015269719,38.5825881557857,no
149,-82.27427,38.593683,yes
150,-82.273401260997,38.5942104486804,no
151,-82.27147,38.595383,no
152,-82.2649828469854,38.59731534345109,no
153,-82.26207,38.598183,no
154,-82.25246899999999,38.598783,no
155,-82.245969,38.598483,no
156,-82.222168,38.591384,no
157,-82.21896699999999,38.591682999999996,no
158,-82.20517099999999,38.591719,no
159,-82.203806741878,38.5918845577187,no
160,-82.19382399999999,38.593095999999996,no
161,-82.188767,38.594984,yes
162,-82.181967,38.599384,no
163,-82.177267,38.603784,no
164,-82.175167,38.608484,no
165,-82.172066,38.619284,no
166,-82.172066,38.625983999999995,yes
167,-82.17266699999999,38.629684,no
168,-82.174267,38.633182999999995,no
169,-82.176767,38.642783,no
170,-82.17906699999999,38.648883,no
171,-82.1843829142628,38.6576338127095,no
172,-82.18556699999999,38.659583,no
173,-82.186067,38.666782999999995,no
174,-82.1865543894045,38.668580248428896,no
175,-82.18656279876909,38.6686112579609,no
176,-82.18766699999999,38.672683,no
177,-82.190867,38.680383,yes
178,-82.190167,38.687382,no
179,-82.18506699999999,38.699182,no
180,-82.1844151847944,38.7010485617252,no
181,-82.182867,38.705481999999996,no
182,-82.18265625135619,38.707220676311,no
183,-82.182467,38.708782,yes
184,-82.184567,38.715882,no
185,-82.1850536737407,38.71748722073401,no
186,-82.186568,38.722482,no
187,-82.18975999999999,38.729521,no
188,-82.190491,38.734522,no
189,-82.193268,38.741181999999995,no
190,-82.195606,38.752441,no
191,-82.198882,38.757725,no
192,-82.201537,38.760372,no
193,-82.207141,38.763943,no
194,-82.21220333131501,38.7662980822448,no
195,-82.21661399999999,38.76835,no
196,-82.220449,38.773739,no
197,-82.221307291046,38.7786133544809,no
198,-82.221518,38.77981,no
199,-82.221566,38.787186999999996,no
200,-82.2205472132405,38.7892006271698,no
201,-82.217269,38.79568,yes
202,-82.21705817038419,38.795908759629896,no
203,-82.214494,38.798691,no
204,-82.20929,38.802672,no
205,-82.19928,38.808688,no
206,-82.191172,38.815137,no
207,-82.1870932892538,38.8159179332445,no
208,-82.179478,38.817375999999996,no
209,-82.165898,38.822437,no
210,-82.16157,38.824632,no
211,-82.15211753953209,38.833027237132704,no
212,-82.14933175835759,38.835501438811704,no
213,-82.1491509423437,38.835662031211896,no
214,-82.147667,38.83698,no
215,-82.14722190951821,38.8375363631022,no
216,-82.14486699999999,38.84048,yes
217,-82.1437666356514,38.844174056136794,no
218,-82.1430646297201,38.846530774910704,no
219,-82.141616,38.851394,no
220,-82.14078588459901,38.856122742664596,no
221,-82.1406585708221,38.8568479841044,no
222,-82.140273625643,38.8590408198109,no
223,-82.139224,38.86502,no
224,-82.139988,38.870345,no
225,-82.1410712160353,38.873693077098594,no
226,-82.142167,38.87708,no
227,-82.14477346354231,38.882460245228,no
228,-82.14526699999999,38.883479,no
229,-82.144567,38.891678999999996,no
230,-82.14316699999999,38.898078999999996,yes
231,-82.134964000859,38.905402234562196,no
232,-82.134766,38.905578999999996,no
233,-82.128866,38.909979,no
234,-82.120966,38.921079,no
235,-82.1178575364359,38.924922799030796,no
236,-82.11354554896221,38.9302548265521,no
237,-82.1135451444924,38.9302553267029,no
238,-82.111666,38.932579,no
239,-82.110565,38.935279,no
240,-82.11078692441559,38.9390391811276,no
241,-82.110866,38.940379,no
242,-82.109065,38.945578999999995,no
243,-82.10816469910951,38.9466486633757,no
244,-82.10433914080609,38.951193876705794,no
245,-82.100565,38.955678,no
246,-82.0988733706356,38.9583193160251,no
247,-82.0987875853958,38.9584532613995,no
248,-82.094865,38.964577999999996,no
249,-82.093165,38.97098,no
250,-82.091565,38.973777999999996,no
251,-82.08906499999999,38.975978,yes
252,-82.0860498197158,38.977563137557894,no
253,-82.079364,38.981078,no
254,-82.06886399999999,38.984877999999995,no
255,-82.058764,38.990078,no
256,-82.05594763948001,38.99175975951059,no
257,-82.051563,38.994378,yes
258,-82.049163,38.997278,no
259,-82.04566299999999,39.003778,no
260,-82.0444227433448,39.0080432728875,no
261,-82.0433904891476,39.0115932202486,no
262,-82.042821092663,39.0135513886467,no
263,-82.041563,39.017877999999996,no
264,-82.038763,39.022678,no
265,-82.035963,39.025478,yes
266,-82.027262,39.028378,no
267,-82.0244333265014,39.028873746901795,no
268,-82.0218550151578,39.0293256159002,no
269,-82.017562,39.030077999999996,no
270,-82.0107101561086,39.0297517217195,no
271,-82.00706199999999,39.029578,no
272,-82.0043601708905,39.028621301502604,no
273,-82.00226099999999,39.027878,no
274,-82.0005716852638,39.0266283699212,no
275,-81.99496099999999,39.022478,yes
276,-81.99390643725229,39.021276970204,no
277,-81.991361,39.018378,no
278,-81.98740789725959,39.012494312200296,no
279,-81.987061,39.011978,no
280,-81.98610106377289,39.0100872165224,no
281,-81.9840227519759,39.0059935720738,no
282,-81.983761,39.005478,no
283,-81.982761,39.001978,no
284,-81.9825404863235,39.0000780735222,no
285,-81.98203199999999,38.995697,no
286,-81.981158,38.994351,no
287,-81.979371,38.993193,no
288,-81.97745499999999,38.992678999999995,yes
289,-81.9741719749154,38.992435337982,no
290,-81.973871,38.992413,no
291,-81.96776899999999,38.992954999999995,no
292,-81.96410715057159,38.9936517912996,no
293,-81.960832,38.994274999999995,no
294,-81.95926,38.995227,no
295,-81.951447,38.996032,no
296,-81.94900612993399,38.9953374001486,no
297,-81.94643633223309,38.9946061112832,no
298,-81.941829,38.993294999999996,no
299,-81.93682799999999,38.990414,no
300,-81.93581338456559,38.9896464916195,no
301,-81.93318599999999,38.987659,yes
302,-81.92656099999999,38.977508,no
303,-81.91821399999999,38.966595,no
304,-81.9145647947333,38.9588476316189,no
305,-81.912443,38.954343,no
306,-81.9113465133288,38.9526388761832,no
307,-81.9066,38.945262,no
308,-81.900595,38.937671,yes
309,-81.89951134876328,38.933556694975394,no
310,-81.89847,38.929603,no
311,-81.899953,38.925405,no
312,-81.90091,38.924338,no
313,-81.908341,38.917403,no
314,-81.911936,38.915563999999996,no
315,-81.91335829802391,38.9143520779594,no
316,-81.917757,38.910604,no
317,-81.91909799999999,38.908615,no
318,-81.926671,38.901311,yes
319,-81.92835199999999,38.895371,no
320,-81.928,38.893491999999995,no
321,-81.92696699999999,38.891602,no
322,-81.915898,38.88427,no
323,-81.91031199999999,38.879294,no
324,-81.90864499999999,38.87846,no
325,-81.898541,38.874582,no
326,-81.892837,38.873869,no
327,-81.88923299999999,38.874279,yes
328,-81.87485699999999,38.881174,no
329,-81.86533653373439,38.886560328052894,no
330,-81.858921,38.89019,no
331,-81.855971,38.892734,no
332,-81.848653,38.901407,yes
333,-81.84531199999999,38.910088,no
334,-81.84536119880259,38.9102894684477,no
335,-81.84607,38.913191999999995,no
336,-81.844486,38.928746,yes
337,-81.838067,38.937135,no
338,-81.831516,38.943697,no
339,-81.827354,38.945898,no
340,-81.825026,38.946602999999996,no
341,-81.8213042271501,38.946891168764004,no
342,-81.82092106827619,38.9469208359209,no
343,-81.81969199999999,38.947016,no
344,-81.814235,38.946168,no
345,-81.80613699999999,38.942112,no
346,-81.796376,38.932497999999995,no
347,-81.79337199999999,38.930203999999996,no
348,-81.785647,38.926193,no
349,-81.78124799999999,38.924804,no
350,-81.774106,38.922965,no
351,-81.76975999999999,38.92273,no
352,-81.766227,38.922945999999996,no
353,-81.762659,38.924121,no
354,-81.75999499999999,38.925827999999996,no
355,-81.758506,38.927942,no
356,-81.7577328613089,38.9297659562469,no
357,-81.756131,38.933544999999995,no
358,-81.756832088136,38.936541238040796,no
359,-81.756975,38.937152,no
360,-81.75763599999999,38.937146999999996,no
361,-81.758533,38.937162,no
362,-81.761016,38.938002999999995,no
363,-81.762236,38.939879999999995,no
364,-81.76256,38.940926999999995,no
365,-81.76467873831449,38.94345749400289,no
366,-81.767083,38.946329,no
367,-81.76970299999999,38.948707,no
368,-81.77396,38.951645,no
369,-81.77884499999999,38.955892,no
370,-81.7799901088885,38.9577589332117,no
371,-81.78073599999999,38.958974999999995,no
372,-81.7815788388276,38.9636090584987,no
373,-81.78182,38.964935,yes
374,-81.779883,38.972773,no
375,-81.775734,38.980737,no
376,-81.776466,38.982048,no
377,-81.77672299999999,38.985141999999996,no
378,-81.775551,38.990106999999995,no
379,-81.774062,38.993682,no
380,-81.771975,38.996845,no
381,-81.76718799999999,39.000115,no
382,-81.765153,39.002579,no
383,-81.764253,39.006578999999995,no
384,-81.764253,39.015279,yes
385,-81.767253,39.019979,no
386,-81.772854,39.026179,no
387,-81.7775189923948,39.0297203080953,no
388,-81.786554,39.036578999999996,no
389,-81.79330399999999,39.040352999999996,no
390,-81.800355,39.044978,no
391,-81.803355,39.047678,no
392,-81.808955,39.055178,no
393,-81.811655,39.059577999999995,yes
394,-81.8126711272538,39.06334364805819,no
395,-81.813355,39.065878,no
396,-81.814155,39.073478,no
397,-81.81385499999999,39.079277999999995,no
398,-81.812355,39.082077999999996,no
399,-81.810655,39.083278,no
400,-81.80785499999999,39.083977999999995,yes
401,-81.803055,39.083878,no
402,-81.798155,39.082878,no
403,-81.79075399999999,39.079778,no
404,-81.78555399999999,39.078578,no
405,-81.781454,39.078078,no
406,-81.775554,39.078378,no
407,-81.764854,39.081978,no
408,-81.760753,39.084078,no
409,-81.75820548239959,39.0858370002479,no
410,-81.752353,39.089878,yes
411,-81.747253,39.095378,no
412,-81.74725270065791,39.0953784490132,no
413,-81.745453,39.098078,no
414,-81.743853,39.102378,no
415,-81.742953,39.106578,no
416,-81.742153,39.116777,yes
417,-81.744568,39.126816,no
418,-81.744838,39.130897999999995,no
419,-81.744525,39.138829,no
420,-81.74356499999999,39.141933,no
421,-81.744621,39.148413,no
422,-81.754254,39.171476,no
423,-81.756254,39.177276,yes
424,-81.7558150545194,39.180524196556696,no
425,-81.755754,39.180976,no
426,-81.75371860114589,39.1834863252534,no
427,-81.752754,39.184675999999996,no
428,-81.749853,39.186489,no
429,-81.74153299999999,39.189596,no
430,-81.7388473084324,39.1921561016742,no
431,-81.737085,39.193836,no
432,-81.735805,39.196267999999996,no
433,-81.733357,39.205867999999995,no
434,-81.72994899999999,39.211884,no
435,-81.726973,39.215067999999995,no
436,-81.7255834730739,39.2158352234561,no
437,-81.72436499999999,39.216508,yes
438,-81.7190774611809,39.21763715958139,no
439,-81.71162799999999,39.219228,no
440,-81.700908,39.220844,no
441,-81.69850819600909,39.2220859604159,no
442,-81.694603,39.224107,no
443,-81.69239499999999,39.226442999999996,no
444,-81.6913811255306,39.227887003032194,no
445,-81.691339,39.227947,yes
446,-81.69106699999999,39.230139,no
447,-81.6916813444239,39.2333578186718,no
448,-81.69220299999999,39.236090999999995,no
449,-81.695724,39.242858999999996,no
450,-81.696636,39.246123,no
451,-81.69698799999999,39.248747,no
452,-81.69637999999999,39.257034999999995,no
453,-81.6928638995999,39.2620747439069,no
454,-81.69206,39.263227,no
455,-81.689483,39.266042999999996,no
456,-81.683627,39.270939,no
457,-81.6833828428385,39.2710688237475,no
458,-81.678331,39.273755,yes
459,-81.670187,39.275963,no
460,-81.6632433019888,39.2766509939947,no
461,-81.656138,39.277355,no
462,-81.64317799999999,39.277195,no
463,-81.62130499999999,39.273643,no
464,-81.613896,39.275338999999995,no
465,-81.608408,39.276043,yes
466,-81.603352,39.275531,no
467,-81.5998531590717,39.274615287725794,no
468,-81.59515999999999,39.273387,no
469,-81.59049108251,39.2708314118954,no
470,-81.588583,39.269787,no
471,-81.58555899999999,39.268747,no
472,-81.5791736829752,39.268299961086,no
473,-81.5716769088052,39.2677751085579,no
474,-81.570247,39.267675,yes
475,-81.567347,39.270675,no
476,-81.566999655649,39.2715847113955,no
477,-81.565247,39.276174999999995,no
478,-81.565165149526,39.283418357698494,no
479,-81.565111504471,39.2881656768424,no
480,-81.56508264717989,39.2907194028157,no
481,-81.56504699999999,39.293873999999995,no
482,-81.56216370512159,39.307996260629004,no
483,-81.560147,39.317873999999996,no
484,-81.559647,39.330774,no
485,-81.55907315757929,39.3329600663646,no
486,-81.557547,39.338774,yes
487,-81.542346,39.352874,no
488,-81.5376102110856,39.3560969340504,no
489,-81.53447,39.358233999999996,no
490,-81.52614311615089,39.361000613509894,no
491,-81.524309,39.36161,no
492,-81.513493,39.36705,no
493,-81.50318899999999,39.373242,no
494,-81.48904399999999,39.384074,no
495,-81.4836765745529,39.3889661846523,no
496,-81.4834406723976,39.3891811996376,no
497,-81.4829,39.389674,no
498,-81.48092801769309,39.3918051703349,no
499,-81.473188,39.400169999999996,no
500,-81.4678832064526,39.4036818434873,no
501,-81.467744,39.403774,no
502,-81.456143,39.409273999999996,yes
503,-81.4481153354396,39.4101938365642,no
504,-81.44654299999999,39.410374,no
505,-81.44612497559079,39.4103011400443,no
506,-81.435642,39.408474,no
507,-81.4295002460506,39.405754080393905,no
508,-81.428805382174,39.4054463549628,no
509,-81.428642,39.405373999999995,no
510,-81.427270814193,39.404524490539195,no
511,-81.42057799999999,39.400377999999996,no
512,-81.4175426815188,39.3981570352576,no
513,-81.412706,39.394618,no
514,-81.406689,39.38809,yes
515,-81.4055966372979,39.384974856964,no
516,-81.40276999999999,39.376914,no
517,-81.400744,39.369220999999996,no
518,-81.40049505426,39.3685210225521,no
519,-81.395883,39.355553,yes
520,-81.393794,39.351706,no
521,-81.391249,39.348814,no
522,-81.38455599999999,39.343449,no
523,-81.379674,39.342081,no
524,-81.37596099999999,39.341696999999996,no
525,-81.3712707002794,39.3420616369494,no
526,-81.364412589161,39.3425948055881,no
527,-81.356911,39.343178,no
528,-81.347567,39.34577,yes
529,-81.342623,39.348042,no
530,-81.335599,39.352793999999996,no
531,-81.326174,39.358185999999996,no
532,-81.319598,39.36129,no
533,-81.30479799999999,39.370537999999996,no
534,-81.3043290160594,39.3707853421689,no
535,-81.297517,39.374378,no
536,-81.2833216422524,39.37867748769909,no
537,-81.28140499999999,39.379258,no
538,-81.275677,39.383786,no
539,-81.270716,39.385914,yes
540,-81.27028467826779,39.385944944018895,no
541,-81.259788,39.386697999999996,no
542,-81.2571830746828,39.3874999274761,no
543,-81.249088,39.389992,no
544,-81.24184,39.390276,no
545,-81.23909526256769,39.3896425412378,no
546,-81.223581,39.386061999999995,yes
547,-81.221372,39.386171999999995,no
548,-81.217315,39.387589999999996,no
549,-81.21712584665309,39.3877264253497,no
550,-81.213064,39.390656,no
551,-81.21301181633119,39.3907418995002,no
552,-81.211654,39.392976999999995,no
553,-81.21087,39.397112,no
554,-81.2114151630032,39.4018751559726,no
555,-81.211433,39.402031,no
556,-81.210833,39.403563,no
557,-81.2101776682066,39.40446565532189,no
558,-81.208231,39.407146999999995,no
559,-81.20522299999999,39.410786,no
560,-81.20099678654849,39.414753949731896,no
561,-81.200412,39.415303,no
562,-81.1997563554574,39.4158613592779,no
563,-81.19616092423229,39.4189232964287,no
564,-81.190714,39.423562,no
565,-81.185946,39.430731,yes
566,-81.182307,39.433533,no
567,-81.179934,39.435120999999995,no
568,-81.17063399999999,39.439175,no
569,-81.16351999999999,39.441185999999995,no
570,-81.152534,39.443175,no
571,-81.15106271637401,39.4432363034844,no
572,-81.1502053455185,39.443272027270005,no
573,-81.147541333076,39.4433830277885,no
574,-81.138134,39.443774999999995,no
575,-81.134434,39.445074999999996,yes
576,-81.13253399999999,39.446275,no
577,-81.12853299999999,39.449374999999996,no
578,-81.12473299999999,39.453375,no
579,-81.121472141059,39.457756779201894,no
580,-81.115133,39.466274999999996,no
581,-81.11443299999999,39.466274999999996,no
582,-81.100833,39.487175,yes
583,-81.091433,39.496975,no
584,-81.07594999999999,39.50966,no
585,-81.07117238031219,39.5153073320095,no
586,-81.070594,39.515991,no
587,-81.060379,39.522743999999996,no
588,-81.0551094905953,39.5268644714482,no
589,-81.051982,39.529309999999995,no
590,-81.049955,39.531893,no
591,-81.044902,39.536300000000004,no
592,-81.0443142898465,39.5366554663122,no
593,-81.03870601730101,39.5400475328739,no
594,-81.030169,39.545210999999995,no
595,-81.0286642868806,39.5466423438741,no
596,-81.026662,39.548547,no
597,-81.0239,39.552313,yes
598,-81.020055,39.555409999999995,no
599,-81.01193113816429,39.5606771427154,no
600,-81.00865999999999,39.562798,no
601,-80.996804,39.56912,no
602,-80.993695,39.571253,no
603,-80.987732,39.577262,no
604,-80.978664,39.583517,no
605,-80.9780399208381,39.5840183567404,no
606,-80.97321718577649,39.587892722170295,no
607,-80.97043599999999,39.590126999999995,no
608,-80.948280827963,39.6040905602555,no
609,-80.943782,39.606926,no
610,-80.936906,39.612615999999996,no
611,-80.933292,39.614812,yes
612,-80.92584099999999,39.617396,no
613,-80.9199584652058,39.6183312235708,no
614,-80.91762,39.618703,no
615,-80.906247,39.618431,no
616,-80.896514,39.616757,no
617,-80.8963671709322,39.616756965901295,no
618,-80.892208,39.616755999999995,no
619,-80.88036,39.620706,yes
620,-80.876002,39.627083999999996,no
621,-80.8722664696468,39.6359909379899,no
622,-80.87181212266779,39.6370742755578,no
623,-80.87102,39.638963,no
624,-80.8708039629349,39.6400692519548,no
625,-80.87047299999999,39.641763999999995,no
626,-80.87077099999999,39.642885,no
627,-80.8705576654365,39.643768059787604,no
628,-80.86980199999999,39.646896,no
629,-80.866647,39.652615999999995,no
630,-80.86593780947081,39.6593208936696,no
631,-80.86557499999999,39.662751,no
632,-80.8664072621433,39.67471125304729,no
633,-80.86667,39.678487,no
634,-80.86632999999999,39.683167,no
635,-80.865805,39.686484,no
636,-80.8643941644927,39.689992674921,no
637,-80.863698,39.691724,no
638,-80.861718,39.693625,yes
639,-80.8582007602424,39.6955261572675,no
640,-80.854599,39.697472999999995,no
641,-80.852,39.69856,no
642,-80.84472099999999,39.699439999999996,no
643,-80.839112,39.701032999999995,no
644,-80.833882,39.703497,no
645,-80.83187099999999,39.705655,no
646,-80.8300116272451,39.7111122193244,no
647,-80.829764,39.711839,no
648,-80.829723,39.714041,no
649,-80.8314285415726,39.7191109742372,no
650,-80.83155099999999,39.719474999999996,yes
651,-80.83346277006619,39.72081235044139,no
652,-80.834563,39.721582,no
653,-80.836597,39.723925,no
654,-80.846091,39.737812,no
655,-80.8504793557715,39.73994312869419,no
656,-80.852738,39.74104,no
657,-80.854717,39.742591999999995,no
658,-80.86533899999999,39.753251,yes
659,-80.8667336220332,39.755639220717,no
660,-80.86759599999999,39.757115999999996,no
661,-80.8698676465839,39.7633749355386,no
662,-80.869933,39.763555,no
663,-80.869092,39.766363999999996,no
664,-80.866329,39.771738,no
665,-80.86304799999999,39.775197,yes
666,-80.8469196701721,39.7842057685771,no
667,-80.83531099999999,39.79069,no
668,-80.826079,39.798584,yes
669,-80.824969,39.801092,no
670,-80.8244628391605,39.8030193326657,no
671,-80.8232519550403,39.80763007363419,no
672,-80.822181,39.811707999999996,no
673,-80.82248,39.824971,no
674,-80.82303,39.827484,no
675,-80.826228,39.835802,no
676,-80.82696399999999,39.841656,yes
677,-80.826124,39.844238,no
678,-80.824276,39.847159,no
679,-80.82127899999999,39.849982,no
680,-80.81643,39.853032,no
681,-80.799898,39.858912,no
682,-80.793131,39.863751,yes
683,-80.790761,39.86728,no
684,-80.790156,39.872251999999996,no
685,-80.7911891722299,39.8750916737392,no
686,-80.793989,39.882787,no
687,-80.796162,39.885529999999996,no
688,-80.80233899999999,39.89161,no
689,-80.806179,39.897306,no
690,-80.809011,39.903226,no
691,-80.80968299999999,39.906106,no
692,-80.809283,39.910314,no
693,-80.80778248119721,39.914481206573,no
694,-80.80761799999999,39.914938,no
695,-80.806018,39.91713,no
696,-80.803394,39.918762,yes
697,-80.80053,39.919433999999995,no
698,-80.79571399999999,39.919689999999996,no
699,-80.7874105447997,39.91805835330379,no
700,-80.782849,39.917162,no
701,-80.772641,39.911305999999996,no
702,-80.768272,39.909642,no
703,-80.762592,39.908905999999995,no
704,-80.760656,39.908905999999995,no
705,-80.76057381656801,39.9089398402367,no
706,-80.75929599999999,39.909465999999995,no
707,-80.758304,39.910426,no
708,-80.75643199999999,39.91393,no
709,-80.75593599999999,39.916554,yes
710,-80.75639702079529,39.918746023404196,no
711,-80.756784,39.920586,no
712,-80.76131199999999,39.929097999999996,no
713,-80.76228509918201,39.934422516437195,no
714,-80.764511,39.946602,yes
715,-80.764479,39.95025,no
716,-80.763375,39.953514,no
717,-80.7594117938739,39.958195782484395,no
718,-80.758527,39.959241,no
719,-80.75699564072521,39.9602883919568,no
720,-80.7569948928596,39.9602889034687,no
721,-80.755135,39.961560999999996,no
722,-80.7530290001941,39.9626708963444,no
723,-80.74627,39.966232999999995,no
724,-80.743166,39.969113,no
725,-80.74012599999999,39.970793,yes
726,-80.739746541503,39.9746495263853,no
727,-80.73970135143429,39.9751088037333,no
728,-80.73944338887469,39.977730538193,no
729,-80.73937793527018,39.9783957586449,no
730,-80.738717,39.985113,no
731,-80.7396651963413,39.991407652819696,no
732,-80.740045,39.993929,no
733,-80.740168814366,39.9942775850612,no
734,-80.74019323116079,39.9943463277297,no
735,-80.741085,39.996857,no
736,-80.7412884376936,39.998718454896895,no
737,-80.74204499999999,40.005641,no
738,-80.741901,40.007929,no
739,-80.7410270287743,40.0125098147004,no
740,-80.740509,40.015225,no
741,-80.74044516325529,40.015355695347196,no
742,-80.7383154158568,40.019716006589,no
743,-80.737805,40.020761,no
744,-80.737341,40.022968999999996,no
745,-80.737389,40.027592999999996,no
746,-80.7363,40.029928999999996,no
747,-80.73330399999999,40.033272,no
748,-80.7332673845788,40.03335743598289,no
749,-80.731504,40.037472,no
750,-80.7313963316683,40.039122914420005,no
751,-80.730904,40.046672,no
752,-80.730904,40.0478465662651,no
753,-80.730904,40.049172,yes
754,-80.7310539929164,40.049826514544094,no
755,-80.73106410556701,40.0498706424742,no
756,-80.7311679546392,40.0503238020618,no
757,-80.73218407611058,40.054757786664396,no
758,-80.7324443175258,40.055893385567,no
759,-80.733104,40.058772,no
760,-80.734304,40.059672,no
761,-80.73699000500969,40.0647562237684,no
762,-80.737104,40.064972,no
763,-80.7384676823602,40.0713033823867,no
764,-80.73850399999999,40.071472,no
765,-80.7385240603836,40.07231453611,no
766,-80.738604,40.075672,yes
767,-80.73680399999999,40.080072,no
768,-80.7351123171293,40.0818468803889,no
769,-80.7327766421901,40.0842974245874,no
770,-80.730704,40.086472,no
771,-80.7291099108205,40.08740858705529,no
772,-80.717044707281,40.094497345702294,no
773,-80.713003,40.096872,no
774,-80.71020299999999,40.099571999999995,yes
775,-80.7098079282579,40.1002537768484,no
