lat,long,case
48.61736,-116.049065,0
48.616714,-116.049065,0
48.615925,-116.049065,0
48.61434,-116.04906,0
48.612057,-116.049065,0
48.61153,-116.049065,0
48.610462,-116.049065,0
48.610046,-116.049065,0
48.60962,-116.049065,0
48.607285,-116.04906,0
48.602055,-116.04907,0
48.600243,-116.049065,0
48.598274,-116.04908,0
48.59788,-116.04908,0
48.597298,-116.04908,0
48.595547,-116.04908,0
48.594967,-116.04909,0
48.594746,-116.04909,0
48.59408,-116.049095,0
48.59386,-116.049095,0
48.593754,-116.049095,0
48.593433,-116.04909,0
48.593327,-116.04908,0
48.593292,-116.04908,0
48.59273,-116.04909,0
48.59206,-116.04909,0
48.59191,-116.04909,0
48.590633,-116.04909,0
48.588894,-116.049095,0
48.58697,-116.049095,0
48.58528,-116.04909,0
48.580418,-116.04902,0
48.577904,-116.04897,0
48.57782,-116.04897,0
48.576897,-116.048965,0
48.57413,-116.04894,0
48.57321,-116.048935,0
48.567276,-116.04894,0
48.567127,-116.04894,0
48.56679,-116.04894,0
48.566635,-116.04894,0
48.566547,-116.04894,0
48.562645,-116.04895,0
48.562023,-116.04895,0
48.56016,-116.04896,0
48.55954,-116.048965,0
48.557953,-116.048965,0
48.55325,-116.048965,0
48.553223,-116.048965,0
48.55319,-116.048965,0
48.551464,-116.04898,0
48.548885,-116.04898,0
48.54624,-116.04898,0
48.544624,-116.04899,0
48.5414,-116.04899,0
48.539986,-116.048996,0
48.539154,-116.04899,0
48.53864,-116.04899,0
48.53854,-116.04898,0
48.53654,-116.049,0
48.53583,-116.04901,0
48.53169,-116.04901,0
48.519268,-116.04903,0
48.517616,-116.049034,0
48.515335,-116.04903,0
48.511913,-116.04904,0
48.505177,-116.04905,0
48.504658,-116.04905,0
48.502064,-116.04906,0
48.480873,-116.049065,0
48.442646,-116.0491,0
48.442505,-116.049095,0
48.44208,-116.049095,0
48.44194,-116.049095,0
48.441635,-116.049095,0
48.440723,-116.049095,0
48.44042,-116.049095,0
48.440315,-116.049095,0
48.43998,-116.049095,0
48.438694,-116.04909,0
48.438374,-116.04909,0
48.438267,-116.04909,0
48.415558,-116.049065,0
48.41398,-116.04904,0
48.413807,-116.04904,0
48.4133,-116.04904,0
48.41313,-116.04904,0
48.40418,-116.04902,0
48.402634,-116.04902,0
48.394764,-116.049,0
48.393684,-116.049,0
48.390385,-116.048996,0
48.390236,-116.048996,0
48.3847,-116.04899,0
48.35673,-116.04898,0
48.34816,-116.04897,0
48.344257,-116.04896,0
48.343613,-116.04896,0
48.339897,-116.04897,0
48.338085,-116.04897,0
48.332943,-116.04896,0
48.329163,-116.048965,0
48.32868,-116.048965,0
48.328304,-116.04897,0
48.32723,-116.048965,0
48.326744,-116.048965,0
48.3266,-116.048965,0
48.326565,-116.048965,0
48.326027,-116.048965,0
48.32594,-116.048965,0
48.32585,-116.048965,0
48.32538,-116.048965,0
48.32396,-116.04896,0
48.323486,-116.04896,0
48.320515,-116.048965,0
48.312695,-116.048965,0
48.31202,-116.048965,0
48.310963,-116.048965,0
48.3091,-116.048965,0
48.308697,-116.048965,0
48.27462,-116.04895,0
48.263145,-116.04895,0
48.262756,-116.04896,0
48.262253,-116.04895,0
48.261185,-116.04895,0
48.24965,-116.04895,0
48.237087,-116.04894,0
48.229362,-116.04898,0
48.216393,-116.048996,0
48.21613,-116.04867,0
48.215805,-116.04901,0
48.20966,-116.04901,0
48.198616,-116.04902,0
48.1952,-116.04903,0
48.194096,-116.04903,0
48.191383,-116.04903,0
48.188965,-116.04903,0
48.188545,-116.049034,0
48.18622,-116.049034,0
48.183838,-116.049034,0
48.183693,-116.049034,0
48.176117,-116.04904,0
48.17359,-116.04904,0
48.17331,-116.04904,0
48.173203,-116.04904,0
48.172264,-116.04904,0
48.169632,-116.04904,0
48.168644,-116.04904,0
48.167095,-116.04904,0
48.162975,-116.04906,0
48.155632,-116.04905,0
48.155178,-116.04905,0
48.153713,-116.04905,0
48.153,-116.04904,0
48.151657,-116.04904,0
48.149364,-116.04905,0
48.148994,-116.04904,0
48.14706,-116.04905,0
48.14685,-116.04905,0
48.140347,-116.04906,0
48.137947,-116.049034,0
48.13203,-116.04898,0
48.130726,-116.048965,0
48.12521,-116.04891,0
48.124928,-116.04891,0
48.119446,-116.04903,0
48.10857,-116.04902,0
48.10301,-116.04902,0
48.100822,-116.04903,0
48.094276,-116.04904,0
48.092094,-116.04905,0
48.09168,-116.04905,0
48.090427,-116.049065,0
48.09001,-116.049065,0
48.089836,-116.049065,0
48.08931,-116.04906,0
48.089134,-116.049065,0
48.08899,-116.049065,0
48.088516,-116.049065,0
48.08841,-116.04906,0
48.088272,-116.049065,0
48.088173,-116.049065,0
48.088074,-116.049065,0
48.08777,-116.049065,0
48.08767,-116.049065,0
48.0865,-116.049065,0
48.084663,-116.049065,0
48.08288,-116.04907,0
48.080902,-116.04907,0
48.08063,-116.04907,0
48.07948,-116.04907,0
48.0793,-116.04907,0
48.078865,-116.04908,0
48.078472,-116.04908,0
48.07843,-116.04908,0
48.07676,-116.04908,0
48.07638,-116.04908,0
48.075245,-116.04909,0
48.074867,-116.04909,0
48.074306,-116.04909,0
48.073,-116.04909,0
48.07265,-116.04909,0
48.07214,-116.04909,0
48.071148,-116.049095,0
48.06938,-116.049095,0
48.069294,-116.0491,0
48.06816,-116.0491,0
48.067818,-116.0491,0
48.067493,-116.0491,0
48.067,-116.0491,0
48.06679,-116.0491,0
48.066727,-116.0491,0
48.0666,-116.0491,0
48.066574,-116.0491,0
48.06649,-116.0491,0
48.066463,-116.0491,0
48.06639,-116.0491,0
48.066177,-116.0491,0
48.066105,-116.0491,0
48.066048,-116.0491,0
48.06588,-116.0491,0
48.065823,-116.0491,0
48.065105,-116.0491,0
48.06296,-116.04911,0
48.062695,-116.04911,0
48.062218,-116.04912,0
48.061787,-116.04912,0
48.06153,-116.04912,0
48.06131,-116.04911,0
48.060513,-116.04912,0
48.060135,-116.04912,0
48.059044,-116.04912,0
48.058987,-116.04912,0
48.058388,-116.04912,0
48.053734,-116.04912,0
48.04891,-116.04911,0
48.044365,-116.04912,0
48.04322,-116.04912,0
48.04077,-116.04912,0
48.039677,-116.04912,0
48.033134,-116.04912,0
48.030804,-116.04912,0
48.029964,-116.04912,0
48.021507,-116.04912,0
48.010483,-116.04912,0
48.01031,-116.04912,0
48.010174,-116.04912,0
48.00979,-116.04912,0
48.00648,-116.04912,0
48.000828,-116.04912,0
47.999924,-116.04916,0
47.99709,-116.04911,0
47.99575,-116.04912,0
47.994446,-116.04912,0
47.992264,-116.04911,0
47.985554,-116.04911,0
47.983402,-116.0491,0
47.981167,-116.04911,0
47.97908,-116.04911,0
47.97876,-116.04911,0
47.977333,-116.04911,0
47.97684,-116.04911,0
47.97677,-116.04895,0
47.976753,-116.04891,0
47.976723,-116.048836,0
47.976646,-116.048355,0
47.976315,-116.04774,0
47.97608,-116.047424,0
47.976036,-116.047356,0
47.97573,-116.04682,0
47.975685,-116.046745,0
47.975334,-116.045876,0
47.97527,-116.04571,0
47.975044,-116.0451,0
47.974632,-116.044395,0
47.974606,-116.04435,0
47.974354,-116.04372,0
47.97421,-116.04305,0
47.97419,-116.04291,0
47.974125,-116.04245,0
47.973785,-116.04203,0
47.973564,-116.04176,0
47.97343,-116.04162,0
47.973267,-116.04145,0
47.97285,-116.04111,0
47.972836,-116.04109,0
47.972633,-116.04083,0
47.972538,-116.04071,0
47.972477,-116.04063,0
47.97193,-116.03996,0
47.971737,-116.03966,0
47.97168,-116.039444,0
47.971344,-116.038506,0
47.971592,-116.0372,0
47.971676,-116.03662,0
47.97182,-116.03597,0
47.971924,-116.03534,0
47.972137,-116.03449,0
47.972202,-116.03423,0
47.97235,-116.03336,0
47.97239,-116.03269,0
47.972404,-116.032455,0
47.972473,-116.03176,0
47.972668,-116.03101,0
47.97262,-116.03039,0
47.97231,-116.03023,0
47.972218,-116.030136,0
47.971916,-116.029854,0
47.971714,-116.02958,0
47.971485,-116.02945,0
47.97117,-116.02919,0
47.971054,-116.02904,0
47.970886,-116.02882,0
47.97075,-116.02861,0
47.970566,-116.02834,0
47.970272,-116.02823,0
47.96984,-116.028175,0
47.96942,-116.02818,0
47.969353,-116.02818,0
47.969307,-116.02818,0
47.968956,-116.02805,0
47.968914,-116.02804,0
47.968643,-116.02781,0
47.968304,-116.02734,0
47.96803,-116.02686,0
47.967754,-116.02648,0
47.967533,-116.02618,0
47.967293,-116.02578,0
47.967136,-116.02552,0
47.967094,-116.025444,0
47.96697,-116.02524,0
47.966766,-116.024925,0
47.966377,-116.024345,0
47.96568,-116.02411,0
47.96545,-116.02403,0
47.965076,-116.02353,0
47.964886,-116.02328,0
47.96485,-116.02323,0
47.964817,-116.023186,0
47.964767,-116.023094,0
47.964603,-116.022766,0
47.964355,-116.022285,0
47.964108,-116.021805,0
47.96401,-116.021576,0
47.963886,-116.02129,0
47.963764,-116.02101,0
47.96363,-116.020706,0
47.963547,-116.020515,0
47.963417,-116.020195,0
47.96324,-116.01976,0
47.963116,-116.01902,0
47.962894,-116.01877,0
47.96247,-116.01857,0
47.961864,-116.018394,0
47.96126,-116.01812,0
47.96118,-116.01806,0
47.96064,-116.01765,0
47.96002,-116.0171,0
47.959366,-116.016594,0
47.958656,-116.016136,0
47.958218,-116.01561,0
47.957954,-116.01506,0
47.957874,-116.01489,0
47.9574,-116.01426,0
47.95728,-116.014175,0
47.956726,-116.013954,0
47.956566,-116.013885,0
47.95627,-116.013756,0
47.95555,-116.012924,0
47.954628,-116.012215,0
47.954,-116.01176,0
47.953922,-116.011665,0
47.953716,-116.01142,0
47.953403,-116.01074,0
47.953014,-116.00995,0
47.9525,-116.00936,0
47.952198,-116.00902,0
47.9516,-116.00843,0
47.95143,-116.00811,0
47.950855,-116.00755,0
47.950783,-116.007484,0
47.950428,-116.00751,0
47.950012,-116.00754,0
47.949356,-116.00751,0
47.94828,-116.007225,0
47.947746,-116.00723,0
47.94691,-116.0072,0
47.94665,-116.0072,0
47.946312,-116.0072,0
47.946068,-116.00737,0
47.945877,-116.0075,0
47.945312,-116.007454,0
47.945057,-116.00727,0
47.944897,-116.00715,0
47.944817,-116.00707,0
47.94472,-116.00697,0
47.944702,-116.00695,0
47.944633,-116.00688,0
47.944614,-116.00687,0
47.94443,-116.006805,0
47.9444,-116.00678,0
47.94431,-116.00677,0
47.94429,-116.00677,0
47.944202,-116.00679,0
47.944103,-116.00679,0
47.944046,-116.0068,0
47.943798,-116.00676,0
47.943638,-116.006744,0
47.94361,-116.00674,0
47.943584,-116.00673,0
47.943565,-116.00672,0
47.94334,-116.00666,0
47.94315,-116.00636,0
47.943108,-116.0063,0
47.94308,-116.00625,0
47.942936,-116.005974,0
47.942764,-116.00531,0
47.94264,-116.00504,0
47.942627,-116.00497,0
47.942562,-116.004906,0
47.94239,-116.00463,0
47.941895,-116.0043,0
47.94138,-116.00396,0
47.94087,-116.00345,0
47.94077,-116.00327,0
47.940594,-116.00299,0
47.940315,-116.00231,0
47.940125,-116.001724,0
47.939953,-116.00129,0
47.93984,-116.00099,0
47.939224,-115.999596,0
47.9389,-115.99853,0
47.938477,-115.99813,0
47.938206,-115.99803,0
47.937016,-115.99831,0
47.936626,-115.99831,0
47.9362,-115.998024,0
47.935226,-115.99645,0
47.934464,-115.99548,0
47.933826,-115.99512,0
47.933315,-115.995026,0
47.9331,-115.995,0
47.933056,-115.995,0
47.932564,-115.994995,0
47.93217,-115.994995,0
47.932068,-115.99499,0
47.931408,-115.994934,0
47.930943,-115.994675,0
47.9306,-115.99448,0
47.93031,-115.99409,0
47.92975,-115.99384,0
47.9295,-115.993675,0
47.92908,-115.9934,0
47.928707,-115.99325,0
47.928696,-115.99324,0
47.928078,-115.99368,0
47.92802,-115.9937,0
47.92777,-115.99384,0
47.927063,-115.99404,0
47.926662,-115.99396,0
47.926445,-115.993774,0
47.926384,-115.99372,0
47.926266,-115.99362,0
47.926014,-115.99341,0
47.925976,-115.99338,0
47.92574,-115.99295,0
47.92565,-115.99278,0
47.925415,-115.99231,0
47.925007,-115.99166,0
47.924603,-115.99103,0
47.924324,-115.99033,0
47.923862,-115.98919,0
47.92363,-115.98836,0
47.923504,-115.98791,0
47.92344,-115.98767,0
47.92338,-115.98738,0
47.923332,-115.987114,0
47.923214,-115.98651,0
47.92306,-115.98531,0
47.922558,-115.98465,0
47.9214,-115.983536,0
47.92106,-115.98337,0
47.91962,-115.98279,0
47.919304,-115.98283,0
47.917183,-115.98312,0
47.917065,-115.98311,0
47.91629,-115.983055,0
47.916035,-115.98282,0
47.915993,-115.98279,0
47.915966,-115.98276,0
47.915638,-115.982445,0
47.91556,-115.98227,0
47.915455,-115.982025,0
47.915318,-115.9817,0
47.915215,-115.98146,0
47.91479,-115.97994,0
47.9147,-115.97938,0
47.914658,-115.979256,0
47.914642,-115.979034,0
47.914524,-115.97831,0
47.914566,-115.97792,0
47.914593,-115.97769,0
47.914646,-115.977165,0
47.914623,-115.976364,0
47.914616,-115.9761,0
47.914547,-115.975204,0
47.914547,-115.97514,0
47.914165,-115.97359,0
47.914093,-115.972824,0
47.914124,-115.971695,0
47.914272,-115.97036,0
47.914394,-115.969604,0
47.914257,-115.96908,0
47.914062,-115.96869,0
47.912598,-115.966866,0
47.91132,-115.96569,0
47.91085,-115.96542,0
47.910755,-115.965416,0
47.91073,-115.965416,0
47.910496,-115.9654,0
47.910263,-115.965385,0
47.9102,-115.965385,0
47.91004,-115.96543,0
47.90965,-115.965546,0
47.90946,-115.9656,0
47.908653,-115.96581,0
47.908566,-115.96585,0
47.908474,-115.96588,0
47.906887,-115.96633,0
47.905865,-115.96633,0
47.905365,-115.96635,0
47.903954,-115.96695,0
47.90198,-115.968,0
47.901836,-115.96804,0
47.901253,-115.96823,0
47.900864,-115.96837,0
47.90008,-115.9685,0
47.899864,-115.96847,0
47.89925,-115.96839,0
47.89888,-115.96776,0
47.89887,-115.96774,0
47.898468,-115.96712,0
47.898453,-115.96689,0
47.898315,-115.96636,0
47.898205,-115.96515,0
47.898144,-115.96301,0
47.89815,-115.96134,0
47.898136,-115.960526,0
47.898098,-115.96041,0
47.89807,-115.96033,0
47.898045,-115.96024,0
47.898033,-115.960205,0
47.897846,-115.95978,0
47.897415,-115.959335,0
47.897297,-115.95921,0
47.897114,-115.95902,0
47.896873,-115.9586,0
47.896713,-115.95832,0
47.896294,-115.95759,0
47.896072,-115.95726,0
47.895466,-115.95637,0
47.895363,-115.95616,0
47.895184,-115.95579,0
47.894985,-115.95538,0
47.89479,-115.954834,0
47.89452,-115.95409,0
47.89434,-115.95381,0
47.894054,-115.95336,0
47.893795,-115.953156,0
47.893475,-115.953,0
47.893333,-115.952934,0
47.89332,-115.95293,0
47.893265,-115.952896,0
47.893185,-115.95286,0
47.892326,-115.952705,0
47.891773,-115.95251,0
47.891296,-115.952095,0
47.890858,-115.95155,0
47.890335,-115.95075,0
47.890163,-115.95059,0
47.890083,-115.95051,0
47.88991,-115.95035,0
47.88978,-115.95029,0
47.88957,-115.95018,0
47.889477,-115.950134,0
47.88934,-115.95007,0
47.889004,-115.94975,0
47.88899,-115.9497,0
47.888783,-115.94906,0
47.88862,-115.948235,0
47.888573,-115.94781,0
47.888565,-115.947495,0
47.88833,-115.94742,0
47.887653,-115.947296,0
47.88739,-115.947235,0
47.887115,-115.947014,0
47.886715,-115.946686,0
47.886345,-115.94638,0
47.885845,-115.94562,0
47.88567,-115.94493,0
47.885616,-115.94384,0
47.885487,-115.94316,0
47.88521,-115.94271,0
47.884403,-115.94195,0
47.884254,-115.94184,0
47.883984,-115.94164,0
47.883904,-115.94158,0
47.883884,-115.94157,0
47.883865,-115.94154,0
47.88358,-115.94111,0
47.88329,-115.940414,0
47.883045,-115.94014,0
47.882366,-115.93967,0
47.881874,-115.939224,0
47.881508,-115.93858,0
47.881092,-115.93801,0
47.88071,-115.93764,0
47.88019,-115.93726,0
47.880177,-115.93725,0
47.879944,-115.937096,0
47.87952,-115.9367,0
47.878967,-115.93649,0
47.878605,-115.936295,0
47.87831,-115.93612,0
47.87809,-115.936035,0
47.877453,-115.936035,0
47.87743,-115.93602,0
47.877056,-115.935844,0
47.877026,-115.93584,0
47.87641,-115.93544,0
47.876114,-115.9353,0
47.87575,-115.935356,0
47.874924,-115.93572,0
47.87445,-115.93574,0
47.87441,-115.93565,0
47.874153,-115.93548,0
47.873653,-115.93472,0
47.872517,-115.93234,0
47.872196,-115.93175,0
47.87183,-115.93133,0
47.871193,-115.93075,0
47.870243,-115.93008,0
47.86965,-115.92969,0
47.868896,-115.92931,0
47.868446,-115.92891,0
47.86813,-115.928314,0
47.86704,-115.92564,0
47.86699,-115.925514,0
47.86685,-115.92523,0
47.8668,-115.92522,0
47.86656,-115.92514,0
47.864876,-115.92499,0
47.86385,-115.92446,0
47.86201,-115.9229,0
47.861767,-115.92267,0
47.8598,-115.92114,0
47.8584,-115.9201,0
47.85745,-115.91942,0
47.85682,-115.91915,0
47.85552,-115.91885,0
47.85401,-115.91894,0
47.853878,-115.91888,0
47.85362,-115.918884,0
47.853474,-115.91859,0
47.853474,-115.91768,0
47.853443,-115.91597,0
47.85343,-115.91504,0
47.85343,-115.91481,0
47.853436,-115.91331,0
47.85338,-115.91213,0
47.85336,-115.91202,0
47.853016,-115.91008,0
47.85263,-115.90932,0
47.852077,-115.908455,0
47.851376,-115.90753,0
47.850758,-115.90686,0
47.85028,-115.906494,0
47.85022,-115.90647,0
47.849888,-115.90637,0
47.849415,-115.90642,0
47.848286,-115.906845,0
47.847496,-115.9071,0
47.847305,-115.907074,0
47.847076,-115.90704,0
47.84682,-115.90701,0
47.846382,-115.90682,0
47.84615,-115.90634,0
47.845894,-115.905556,0
47.84559,-115.90514,0
47.844692,-115.90413,0
47.843746,-115.902466,0
47.843098,-115.9014,0
47.843063,-115.90093,0
47.843304,-115.90032,0
47.84357,-115.89944,0
47.843872,-115.89866,0
47.844357,-115.89807,0
47.844524,-115.89786,0
47.844845,-115.89762,0
47.845123,-115.89723,0
47.845276,-115.89662,0
47.84528,-115.89657,0
47.845276,-115.89635,0
47.845245,-115.89498,0
47.84533,-115.894394,0
47.845547,-115.89344,0
47.845795,-115.89271,0
47.845936,-115.8923,0
47.846123,-115.89179,0
47.846462,-115.89086,0
47.84682,-115.88967,0
47.84701,-115.889046,0
47.847206,-115.88844,0
47.847607,-115.88778,0
47.847885,-115.886894,0
47.848305,-115.886055,0
47.848503,-115.88501,0
47.8487,-115.88422,0
47.84887,-115.882996,0
47.84911,-115.88238,0
47.849365,-115.88207,0
47.849396,-115.88203,0
47.849552,-115.88174,0
47.8496,-115.881546,0
47.849613,-115.88149,0
47.849575,-115.881454,0
47.849434,-115.8813,0
47.848827,-115.880806,0
47.848087,-115.88028,0
47.847847,-115.880066,0
47.846474,-115.87913,0
47.8457,-115.87836,0
47.845253,-115.87745,0
47.84466,-115.8766,0
47.844265,-115.87601,0
47.843273,-115.87526,0
47.84218,-115.87456,0
47.841194,-115.874245,0
47.8409,-115.874214,0
47.84012,-115.874054,0
47.83931,-115.87382,0
47.838722,-115.87359,0
47.838665,-115.873566,0
47.83843,-115.8733,0
47.838093,-115.872925,0
47.837467,-115.87223,0
47.837193,-115.87199,0
47.837105,-115.87192,0
47.837093,-115.8719,0
47.83667,-115.87179,0
47.836594,-115.871765,0
47.836323,-115.87164,0
47.836212,-115.87162,0
47.836094,-115.871574,0
47.835682,-115.871315,0
47.835506,-115.87123,0
47.835255,-115.87106,0
47.835213,-115.87104,0
47.83496,-115.87074,0
47.83466,-115.86993,0
47.83465,-115.8699,0
47.83429,-115.86906,0
47.83392,-115.867836,0
47.833675,-115.867355,0
47.833492,-115.86661,0
47.83341,-115.86585,0
47.833374,-115.86496,0
47.833294,-115.86429,0
47.83318,-115.86404,0
47.833042,-115.86373,0
47.83246,-115.862335,0
47.832047,-115.861725,0
47.831734,-115.86102,0
47.831665,-115.86081,0
47.83141,-115.86001,0
47.83105,-115.8593,0
47.830242,-115.858475,0
47.82977,-115.857994,0
47.829338,-115.85741,0
47.82912,-115.85707,0
47.82871,-115.85632,0
47.828568,-115.856064,0
47.82821,-115.85532,0
47.828148,-115.85472,0
47.82815,-115.85397,0
47.82813,-115.85324,0
47.828117,-115.85308,0
47.828068,-115.852936,0
47.827858,-115.85231,0
47.827625,-115.85213,0
47.82723,-115.85195,0
47.82694,-115.85176,0
47.826534,-115.85119,0
47.825344,-115.85064,0
47.824314,-115.85043,0
47.822784,-115.850586,0
47.82211,-115.85078,0
47.8217,-115.85076,0
47.821423,-115.85076,0
47.820644,-115.85035,0
47.82015,-115.85008,0
47.819843,-115.84979,0
47.819664,-115.84962,0
47.819145,-115.84901,0
47.81895,-115.8486,0
47.81875,-115.84819,0
47.818386,-115.84767,0
47.818184,-115.84751,0
47.81786,-115.84725,0
47.816902,-115.84641,0
47.81689,-115.8464,0
47.816776,-115.84631,0
47.816647,-115.846214,0
47.81662,-115.84619,0
47.816525,-115.84612,0
47.816372,-115.84601,0
47.81567,-115.84548,0
47.815376,-115.84526,0
47.815,-115.84506,0
47.814903,-115.845085,0
47.814674,-115.84512,0
47.813652,-115.84603,0
47.813168,-115.846405,0
47.8123,-115.84707,0
47.812023,-115.847466,0
47.81159,-115.84804,0
47.811058,-115.848526,0
47.81069,-115.84864,0
47.81055,-115.84868,0
47.81009,-115.84877,0
47.809853,-115.84876,0
47.80977,-115.848755,0
47.80955,-115.848625,0
47.809475,-115.84858,0
47.809425,-115.84855,0
47.80939,-115.84853,0
47.80933,-115.84851,0
47.809025,-115.84845,0
47.808926,-115.848434,0
47.807384,-115.84814,0
47.804913,-115.84754,0
47.80344,-115.84733,0
47.802475,-115.84759,0
47.801846,-115.84786,0
47.800926,-115.84867,0
47.800186,-115.848946,0
47.79932,-115.84846,0
47.797276,-115.847176,0
47.795616,-115.84643,0
47.794968,-115.84613,0
47.79406,-115.845795,0
47.793163,-115.845795,0
47.791843,-115.84621,0
47.79135,-115.84637,0
47.79023,-115.84648,0
47.78875,-115.84691,0
47.787483,-115.84732,0
47.78709,-115.84742,0
47.786644,-115.84747,0
47.786484,-115.847496,0
47.786446,-115.84749,0
47.785755,-115.847435,0
47.785736,-115.847435,0
47.78515,-115.84736,0
47.785095,-115.84735,0
47.78452,-115.84693,0
47.783516,-115.84564,0
47.783283,-115.845375,0
47.783237,-115.84533,0
47.78305,-115.84503,0
47.78255,-115.84422,0
47.781826,-115.843185,0
47.78129,-115.8424,0
47.780888,-115.8416,0
47.78083,-115.84147,0
47.78079,-115.84138,0
